,Cycles,Instructions,IPC,Seconds,l1dAccesses,l1iAccesses,l2Accesses,l3Accesses
riscv-npb-lu-size-s-run,89761472,150021057,1.6713301782751513,0.022440,61321560,9614783,3802590,302760
riscv-gapbs-tc-run,43716526,47912335,1.095977640126299,0.011277,8469039,6557078,102930,13954
riscv-npb-bt-size-s-run,228437841,422737077,1.8505562613857833,0.057109,194359318,26499841,1650674,349265
riscv-llvm-minisat-run,56651016,46382460,0.8187401263906723,0.014163,17242538,8479361,339684,237829
riscv-npb-is-size-s-run,35919474,30539610,0.8502243100775919,0.008980,9395265,3678605,260013,182649
riscv-npb-ft-size-s-run,452697327,549685228,1.2142444746531493,0.113174,207799156,54425872,24977758,2953292
riscv-gapbs-bfs-run,15545762,13780655,0.8864573508844404,0.004149,2259751,2222213,44254,9376
riscv-npb-cg-size-s-run,236504528,400856231,1.6949199002227984,0.059126,117130204,8352758,6912407,6589315
