,Cycles,Instructions,IPC,Seconds,l1dAccesses,l1iAccesses,l2Accesses,l3Accesses
riscv-gapbs-bfs-run,12473335,13772558,1.1041600341849234,0.001340,2222352,2406711,44211,9080
riscv-npb-cg-size-s-run,235834941,400856382,1.6997327889593765,0.023583,117166127,8436045,6893757,6501929
riscv-npb-ft-size-s-run,290836942,549685179,1.890011548120321,0.029084,207969889,55066474,26207376,2915837
riscv-gapbs-tc-run,31899722,47910682,1.5019153458453336,0.003301,8470977,7447204,116132,11784
riscv-npb-is-size-s-run,29480305,30539831,1.0359401301987887,0.002948,9383840,3549125,261235,26859
riscv-npb-bt-size-s-run,195100130,422737293,2.1667709447451418,0.019510,193953538,26547245,1673550,9295
riscv-npb-lu-size-s-run,78585160,150021392,1.9090295419644117,0.007859,60762009,9666056,3811247,10481
riscv-llvm-minisat-run,51593120,46382460,0.8990047510210664,0.005159,17559153,9537405,352216,208600
