,Cycles,Instructions,IPC,Seconds,l1dAccesses,l1iAccesses,l2Accesses,l3Accesses
riscv-npb-ft-size-s-run,1537456568,549685049,0.35752883069409735,0.153746,208086504,53984057,24728218,2911247
riscv-npb-is-size-s-run,131574339,30539332,0.23210705242456128,0.013157,9663801,3285018,260258,25533
riscv-npb-bt-size-s-run,784451422,422737074,0.538895159272208,0.078445,195007445,26407539,1638188,9006
riscv-gapbs-bfs-run,57471601,13781890,0.2398034813750882,0.006063,2445541,1938142,43753,8998
riscv-npb-lu-size-s-run,283787802,150021054,0.5286381336432494,0.028379,61840976,9584183,3796906,10287
riscv-gapbs-tc-run,169675437,47915637,0.28239583670558044,0.017416,10154461,5909442,109194,11663
riscv-llvm-minisat-run,199375766,46382460,0.23263840400743588,0.019938,17146234,8063190,340095,200917
riscv-npb-cg-size-s-run,560758733,400856227,0.7148461600507967,0.056076,117745612,8447899,6892441,6492348
