,Cycles,Instructions,IPC,Seconds,l1dAccesses,l1iAccesses,l2Accesses,l3Accesses
riscv-npb-ft-size-s-run,1540410970,549685081,0.3568431358288756,0.154041,208091763,53984058,24890618,2910024
riscv-gapbs-tc-run,169753023,47914905,0.2822624549077986,0.017426,10148964,5912222,108762,11632
riscv-npb-is-size-s-run,131592779,30539304,0.23207431465521372,0.013159,9663778,3285031,260197,25855
riscv-npb-bt-size-s-run,784487428,422737069,0.5388704189661023,0.078449,195007977,26407665,1651313,9064
riscv-npb-lu-size-s-run,283973299,150021113,0.5282930244790374,0.028397,61828349,9584613,3804724,10306
riscv-llvm-minisat-run,199272136,46382460,0.23275938588825082,0.019927,17148332,8057496,342932,202330
riscv-gapbs-bfs-run,57550416,13777805,0.23940409049345535,0.006080,2446207,1936095,43762,8995
riscv-npb-cg-size-s-run,576880072,400856278,0.6948693453914283,0.057688,117751541,8449909,6883176,6496148
