,Cycles,Instructions,IPC,Seconds,l1dAccesses,l1iAccesses,l2Accesses,l3Accesses,l1dmisses,l1imisses,l2misses,l3misses,l1dhits,l1ihits,l2hits,l3hits,lsqFullEvents
riscv-llvm-minisat-run,45363130,46382460,1.0224704512232732,0.011341,17561128,9539316,352158,208577,789461,1474,190147,53211,16771667,9537842,162011,155366,295399
riscv-npb-cg-size-s-run,234205748,400856319,1.7115562808475564,0.058551,117166169,8435756,6893725,6501925,9861248,7199,5984050,22094,107304921,8428557,909675,6479831,2290036
riscv-gapbs-bfs-run,11482573,13777923,1.1998985767388546,0.003093,3174219,2718009,93180,9088,95291,4597,65010,8647,3078928,2713412,28170,441,1777264
riscv-npb-lu-size-s-run,77485954,150021084,1.9361068200825147,0.019371,60761588,9665676,3811363,10502,7720780,8666,9590,9551,53040808,9657010,3801773,951,2963656
riscv-gapbs-tc-run,30812325,47918510,1.5551734573746059,0.007975,15469988,13330092,211873,11718,457113,10170,93776,10816,15012875,13319922,118097,902,1757883
riscv-npb-bt-size-s-run,194215176,422737095,2.1766429570879673,0.048554,193953105,26546882,1673609,9318,3151165,16055,8816,8922,190801940,26530827,1664793,396,1476010
riscv-npb-is-size-s-run,28296231,30539605,1.079281724834661,0.007074,9383729,3549061,261320,26841,274992,880,24088,9303,9108737,3548181,237232,17538,22768
riscv-npb-ft-size-s-run,280203448,549685253,1.9617362203194588,0.070051,207957126,55058002,26215623,2915860,66243751,5031,2666742,165409,141713375,55052971,23548881,2750451,624013
