,Cycles,Instructions,IPC,Seconds,l1dAccesses,l1iAccesses,l2Accesses,l3Accesses,l1dmisses,l1imisses,l2misses,l3misses,l1dhits,l1ihits,l2hits,l3hits,lsqFullEvents
riscv-npb-lu-size-s-run,98361696,150021327,1.5252006939774605,0.009836,60587477,9673225,3859938,10603,9476823,9032,9854,9641,51110654,9664193,3850084,962,6328069
riscv-npb-bt-size-s-run,207998730,422737292,2.032403236308222,0.020800,193950558,26544074,1680175,9306,3776667,16630,8779,8899,190173891,26527444,1671396,407,2260716
riscv-llvm-minisat-run,57599936,46382460,0.8052519363910404,0.005760,17715425,9779195,353840,209636,838637,1521,191324,53580,16876788,9777674,162516,156056,1353295
riscv-npb-is-size-s-run,30183211,30539773,1.0118132560515183,0.003018,9384290,3549468,261988,26903,350002,899,26165,9341,9034288,3548569,235823,17562,138367
riscv-npb-ft-size-s-run,391563688,549685219,1.4038207214965244,0.039156,208149475,55684731,26859645,2915611,65493131,5327,2615249,164066,142656344,55679404,24244396,2751545,4541621
riscv-gapbs-bfs-run,14066771,13785192,0.9799826840146897,0.001515,3190442,2738687,95272,9087,114908,4817,65053,8736,3075534,2733870,30219,351,3103866
riscv-npb-cg-size-s-run,302308704,400856394,1.325983634265456,0.030231,117218513,8621059,6902457,6507085,11551564,7791,6032999,21923,105666949,8613268,869458,6485162,15166920
riscv-gapbs-tc-run,34182952,47911034,1.4016060988530188,0.003551,15665002,13721588,280801,11821,660819,11205,95480,10933,15004183,13710383,185321,888,3226086
