,Cycles,Instructions,IPC,Seconds,l1dAccesses,l1iAccesses,l2Accesses,l3Accesses
riscv-npb-cg-size-s-run,1685033945,400856062,0.2378919802710562,0.168503,117717980,8424969,6884620,6475488
riscv-gapbs-bfs-run,200303560,13780395,0.06879755407242887,0.021177,2434039,1919855,42925,8955
riscv-npb-lu-size-s-run,1044624728,150021039,0.14361237579281197,0.104462,61994964,9574278,3786572,10227
riscv-gapbs-tc-run,617001860,47920660,0.07766696197641933,0.063165,10149748,5909259,107679,11537
riscv-llvm-minisat-run,691348681,46382460,0.06708982207489017,0.069134,16699998,7733501,338446,200451
riscv-npb-bt-size-s-run,2879091641,422736655,0.14682987126216313,0.287909,195122189,26400354,1635632,8922
riscv-npb-is-size-s-run,490642004,30539111,0.062243164570149605,0.049064,9664677,3284651,260242,25444
riscv-npb-ft-size-s-run,5838041700,549684759,0.09415567535257585,0.583804,208060647,53953875,24635761,2904878
