,Cycles,Instructions,IPC,Seconds,l1dAccesses,l1iAccesses,l2Accesses,l3Accesses
riscv-npb-ft-size-s-run,728893049,549685141,0.7541368953293448,0.182223,208054262,54006987,24573497,2926607
riscv-llvm-minisat-run,90502723,46382460,0.512497949923562,0.022626,17007482,8079783,338634,237314
riscv-npb-is-size-s-run,56481295,30539380,0.540699004865239,0.014120,9662248,3285049,259768,182249
riscv-npb-bt-size-s-run,361459284,422737114,1.169528997351746,0.090365,194862073,26420097,1646451,345236
riscv-npb-lu-size-s-run,136254779,150021092,1.1010336158557785,0.034064,61766960,9588076,3811386,299683
riscv-gapbs-bfs-run,26329255,13788203,0.5236837502618286,0.006977,2322922,2009146,44085,9349
riscv-npb-cg-size-s-run,291954891,400856255,1.3730074999839617,0.072989,117322336,8364507,6886881,6573558
riscv-gapbs-tc-run,75876874,47921017,0.6315628790927786,0.019514,8999301,5903150,103508,13955
