,Cycles,Instructions,IPC,Seconds,l1dAccesses,l1iAccesses,l2Accesses,l3Accesses
riscv-gapbs-tc-run,75141439,47917223,0.6376937098582848,0.019329,8988718,5892986,103136,13822
riscv-npb-cg-size-s-run,283877099,400856298,1.412076914312838,0.070969,117314890,8331047,6872756,6557395
riscv-npb-is-size-s-run,56429378,30539353,0.5411959883732902,0.014107,9664564,3284975,260202,182213
riscv-npb-ft-size-s-run,724177979,549685057,0.759046909654788,0.181044,208044373,53983828,24683339,2925033
riscv-llvm-minisat-run,89042273,46382460,0.5209038183470451,0.022261,16846731,7961260,338289,237138
riscv-npb-lu-size-s-run,135568367,150021090,1.1066083727334415,0.033892,61891454,9585400,3786818,297195
riscv-gapbs-bfs-run,25713424,13785212,0.5361095434042545,0.006820,2323239,2006321,43998,9334
riscv-npb-bt-size-s-run,361278074,422737130,1.1701156544584546,0.090320,194861613,26418809,1639569,337431
