,Cycles,Instructions,IPC,Seconds,l1dAccesses,l1iAccesses,l2Accesses,l3Accesses
riscv-gapbs-bfs-run,11399702,13786079,1.209336788,0.00307,2221228,2404826,44798,9345
riscv-gapbs-tc-run,30718229,47913482,1.559773579,0.007951,8473990,7446440,116823,14476
riscv-llvm-minisat-run,16360765798,16267260060,0.994284758,4.090191,13199030,10701754,2071344,59976
riscv-npb-bt-size-s-run,195048204,422737122,2.167346909,0.048762,193952843,26550078,1672710,359705
riscv-npb-cg-size-s-run,225634800,400856290,1.776571212,0.056409,117156849,8433877,6940371,6605219
riscv-npb-ft-size-s-run,324144519,549685228,1.695802939,0.081036,207957624,55051344,26194277,2963500
riscv-npb-is-size-s-run,28229015,30539552,1.081849721,0.007057,9383629,3549005,261875,182783
riscv-npb-lu-size-s-run,78059789,150021039,1.921873489,0.019515,60734683,9666793,3824845,307905
