,Cycles,Instructions,IPC,Seconds,l1dAccesses,l1iAccesses,l2Accesses,l3Accesses
m5out,0,0,0.0,0,0,0,0,0
riscv-gapbs-tc-run,1238921588,47921105,0.038679691648088384,0.063384,10135903,5930322,107182,11554
riscv-llvm-minisat-run,1395555032,46382460,0.033235851640711224,0.069777,16762314,7815791,339199,200756
riscv-npb-cg-size-s-run,3416026795,400856067,0.11734570337291514,0.170801,117719470,8441109,6869628,6477067
riscv-gapbs-bfs-run,408980443,13774428,0.033679918528524845,0.021593,2434451,1923924,42764,8936
riscv-npb-is-size-s-run,981174174,30539142,0.03112509767302538,0.049059,9663966,3284733,259715,25631
riscv-npb-ft-size-s-run,11745194268,549684801,0.04680082665789756,0.587260,208084959,53975232,24323364,2905705
riscv-npb-lu-size-s-run,2090679572,150021079,0.07175708846501323,0.104534,61956211,9577719,3801798,10219
riscv-npb-bt-size-s-run,5757401374,422736655,0.07342490605380537,0.287870,195127015,26401665,1642214,8926
