,Cycles,Instructions,IPC,Seconds,l1dAccesses,l1iAccesses,l2Accesses,l3Accesses
riscv-npb-lu-size-s-run,5226597427,150021079,0.02870339280867671,0.104532,61956027,9577641,3800882,10227
riscv-npb-bt-size-s-run,14393188214,422736653,0.029370605505513472,0.287864,195127255,26401783,1642454,8944
riscv-llvm-minisat-run,3488621584,46382460,0.013295354306332814,0.069772,16767675,7816754,339477,200943
riscv-npb-is-size-s-run,2452791764,30539142,0.012450768323763827,0.049056,9663985,3284746,259714,25623
riscv-npb-ft-size-s-run,29361681288,549684767,0.018721161149060424,0.587234,208087926,53975260,24317912,2907686
riscv-gapbs-tc-run,0,0,0.0,0,0,0,0,0
riscv-npb-cg-size-s-run,8501193865,400856087,0.04715291679799847,0.170024,117605244,8463054,6867093,6479576
riscv-gapbs-bfs-run,1020219277,13782172,0.013509029196671414,0.021521,2421840,1924852,42978,8947
