,Cycles,Instructions,IPC,Seconds,l1dAccesses,l1iAccesses,l2Accesses,l3Accesses
riscv-gapbs-bfs-run,13858626,13782602,0.9945143190962799,0.000738,2222690,2406791,44406,9332
riscv-gapbs-tc-run,33410532,47905671,1.433849392161729,0.001728,8471912,7444393,116027,15061
riscv-llvm-minisat-run,21522369363,15023155932,0.6980251885197608,1.076118,6841847522,3658869329,476354638,287011717
riscv-npb-bt-size-s-run,197101049,422737367,2.1447748205541006,0.009855,193953649,26550300,1672781,359121
riscv-npb-cg-size-s-run,229463948,400856519,1.7469259223239721,0.011473,117156644,8433796,6937859,6605262
riscv-npb-ft-size-s-run,553711671,549685219,0.9927282515235262,0.027686,207971829,55068303,26205487,2962946
riscv-npb-is-size-s-run,30959502,30539708,0.9864405441663758,0.001548,9383819,3549041,261874,182799
riscv-npb-lu-size-s-run,80646579,150021406,1.8602327322526602,0.004032,60733744,9667019,3824892,308402
