,Cycles,Instructions,IPC,Seconds,l1dAccesses,l1iAccesses,l2Accesses,l3Accesses,l1dmisses,l1imisses,l2misses,l3misses,l1dhits,l1ihits,l2hits,l3hits,lsqFullEvents
riscv-npb-cg-size-s-run,2147422791,400856392,0.18666859347866538,0.021474,117810683,8605098,6915804,6499475,13406468,7014,6284234,20716,104404215,8598084,631570,6478759,783835871
riscv-npb-ft-size-s-run,4281997038,549685141,0.12837121000362542,0.042820,208142875,54149556,26328720,2906953,58285767,4842,2713924,166772,149857108,54144714,23614796,2740181,130288562
riscv-gapbs-bfs-run,159734053,13774856,0.08623618909863885,0.001692,3739128,2207237,90500,9003,119281,4188,64280,8687,3619847,2203049,26220,316,26647084
riscv-npb-is-size-s-run,331147364,30539824,0.09222427027986248,0.003311,9661809,3285508,261088,26068,369131,857,25511,9312,9292678,3284651,235577,16756,14194289
riscv-npb-bt-size-s-run,1977283918,422737282,0.213796955587235,0.019773,195132754,26409691,1673728,9038,3757380,14837,8668,8684,191375374,26394854,1665060,354,32935850
riscv-gapbs-tc-run,433567904,47904119,0.1104881578134529,0.004455,18089769,10836879,237012,11649,547999,10074,94464,10849,17541770,10826805,142548,800,26907941
riscv-llvm-minisat-run,621481451,46382460,0.0746320906687849,0.006215,17261478,8235649,354316,209817,846604,1376,198797,53754,16414874,8234273,155519,156063,42083055
riscv-npb-lu-size-s-run,844795730,150021389,0.17758303418508045,0.008448,61267266,9602081,3819449,10373,11124109,8182,9722,9464,50143157,9593899,3809727,909,90688840
