,Cycles,Instructions,IPC,Seconds,l1dAccesses,l1iAccesses,l2Accesses,l3Accesses
riscv-npb-cg-size-s-run,346080359,400856329,1.1582752923577497,0.017304,117195147,8526478,6915567,6501685
riscv-llvm-minisat-run,69501798,46382460,0.6673562603373225,0.003475,17595304,9637193,354321,209777
riscv-gapbs-bfs-run,15038130,13778535,0.9162399181281183,0.000799,2223159,2408586,44419,9083
riscv-gapbs-tc-run,34755211,47912170,1.3785607574069971,0.001800,8476130,7449710,117351,11881
riscv-npb-bt-size-s-run,196776768,422737462,2.148309814703329,0.009839,193953502,26547411,1673745,9299
riscv-npb-lu-size-s-run,80732118,150021443,1.8582621974565314,0.004037,60762661,9666246,3810399,10520
riscv-npb-ft-size-s-run,337788060,549685428,1.6273086384403286,0.016889,207972237,55152042,26348725,2915759
riscv-npb-is-size-s-run,32273443,30539708,0.9462798251801025,0.001614,9384462,3548860,261229,26366
