,Cycles,Instructions,IPC,Seconds,l1dAccesses,l1iAccesses,l2Accesses,l3Accesses
riscv-npb-lu-size-s-run,136209529,150021030,1.1013989336972159,0.034052,61769947,9587916,3809659,300134
riscv-npb-bt-size-s-run,361420503,422737062,1.1696543458133586,0.090355,194862528,26419920,1646531,341041
riscv-npb-is-size-s-run,56467242,30539380,0.5408335686024829,0.014117,9662485,3285009,259788,182188
riscv-npb-ft-size-s-run,728338545,549685130,0.7547110252142429,0.182085,208055300,54006581,24649075,2926826
riscv-llvm-minisat-run,90006973,46382460,0.5153207407608297,0.022502,16958816,8022657,338493,237178
riscv-npb-cg-size-s-run,288490975,400856229,1.3894931340573133,0.072123,117315447,8353176,6887758,6564985
riscv-gapbs-bfs-run,26301507,13781375,0.5239766299322697,0.006974,2321489,2004664,43856,9340
riscv-gapbs-tc-run,75863004,47912697,0.6315686760835361,0.019514,9001063,5899295,103514,13823
